	succe
to	proportions
body	make
body	deliberate
body	modifications
body	to
body	proportions
body	to
body	produce
proportions	body
to	proportions
produce	body
produce	proportions
produce	to
produce	super
produce	deformed
super	produce
deformed	to
deformed	produce
deformed	super
deformed	characters
deformed	that
characters	to
characters	produce
characters	super
characters	deformed
characters	that
characters	feature
characters	a
that	produce
that	super
that	deformed
that	characters
that	feature
that	a
that	disproportionately
feature	that
a	that
a	feature
a	disproportionately
disproportionately	deformed
disproportionately	characters
disproportionately	that
disproportionately	feature
disproportionately	a
disproportionately	small
disproportionately	body
disproportionately	compared
disproportionately	to
small	feature
small	a
small	disproportionately
small	body
small	compared
body	feature
body	a
body	disproportionately
body	small
body	compared
body	to
body	the
compared	disproportionately
compared	small
compared	body
compared	to
compared	the
to	a
to	disproportionately
to	small
to	body
to	compared
to	the
to	head
to	many
to	super
the	compared
the	to
the	head
head	to
head	the
head	many
many	compared
many	to
many	the
many	head
many	super
many	deformed
many	characters
super	to
super	the
super	head
super	many
super	deformed
super	characters
super	are
deformed	head
deformed	many
deformed	super
deformed	characters
deformed	are
characters	many
characters	super
characters	deformed
characters	are
characters	two
are	deformed
are	characters
are	two
two	are
to	characters
to	are
to	two
to	four
to	heads
four	are
four	two
four	to
four	heads
four	tall
heads	two
heads	to
heads	four
heads	tall
heads	Some
tall	are
tall	two
tall	to
tall	four
tall	heads
tall	Some
tall	anime
tall	works
tall	like
Some	heads
Some	tall
Some	anime
anime	Some
works	anime
like	tall
like	Some
like	anime
like	works
like	Crayon
like	Shin-chan
like	completely
Crayon	like
Shin-chan	Some
Shin-chan	anime
Shin-chan	works
Shin-chan	like
Shin-chan	Crayon
Shin-chan	completely
Shin-chan	disregard
Shin-chan	these
Shin-chan	proportions
completely	like
completely	Crayon
completely	Shin-chan
completely	disregard
completely	these
disregard	Crayon
disregard	Shin-chan
disregard	completely
disregard	these
disregard	proportions
these	like
these	Crayon
these	Shin-chan
these	completely
these	disregard
these	proportions
these	such
these	that
these	they
proportions	completely
proportions	disregard
proportions	these
proportions	such
proportions	that
such	these
such	proportions
such	that
that	such
they	these
they	proportions
they	such
they	that
they	resemble
they	Western
they	cartoons.
A
resemble	proportions
resemble	such
resemble	that
resemble	they
resemble	Western
resemble	cartoons.
A
resemble	common
Western	such
Western	that
Western	they
Western	resemble
Western	cartoons.
A
Western	common
Western	anime
cartoons.
A	that
cartoons.
A	they
cartoons.
A	resemble
cartoons.
A	Western
cartoons.
A	common
cartoons.
A	anime
cartoons.
A	character
common	resemble
common	Western
common	cartoons.
A
common	anime
common	character
anime	common
character	Western
character	cartoons.
A
character	common
character	anime
character	design
character	convention
character	is
design	common
design	anime
design	character
design	convention
design	is
convention	cartoons.
A
convention	common
convention	anime
convention	character
convention	design
convention	is
convention	exaggerated
convention	eye
convention	size
is	convention
exaggerated	anime
exaggerated	character
exaggerated	design
exaggerated	convention
exaggerated	is
exaggerated	eye
exaggerated	size
exaggerated	The
exaggerated	animation
eye	exaggerated
size	eye
The	convention
The	is
The	exaggerated
The	eye
The	size
The	animation
The	of
The	characters
The	with
animation	is
animation	exaggerated
animation	eye
animation	size
animation	The
animation	of
animation	characters
animation	with
animation	large
of	eye
of	size
of	The
of	animation
of	characters
of	with
of	large
characters	The
characters	animation
characters	of
characters	with
characters	large
with	characters
large	with
eyes	characters
eyes	with
eyes	large
eyes	in
eyes	anime
in	large
in	eyes
in	anime
anime	characters
anime	with
anime	large
anime	eyes
anime	in
anime	can
anime	be
anime	traced
anime	back
can	anime
be	can
traced	can
traced	be
traced	back
back	traced
to	can
to	be
to	traced
to	back
to	Osamu
to	Tezuka
to	who
Osamu	back
Osamu	to
Osamu	Tezuka
Tezuka	to
Tezuka	Osamu
Tezuka	who
who	back
who	to
who	Osamu
who	Tezuka
who	was
who	deeply
who	influenced
was	who
deeply	who
deeply	was
deeply	influenced
influenced	deeply
by	who
by	was
by	deeply
by	influenced
by	such
by	early
by	animation
such	was
such	deeply
such	influenced
such	by
such	early
such	animation
such	characters
early	was
early	deeply
early	influenced
early	by
early	such
early	animation
early	characters
early	as
early	Betty
animation	deeply
animation	influenced
animation	by
animation	such
animation	early
animation	characters
animation	as
animation	Betty
animation	Boop
characters	such
characters	early
characters	animation
characters	as
characters	Betty
as	by
as	such
as	early
as	animation
as	characters
as	Betty
as	Boop
as	who
as	was
Betty	animation
Betty	characters
Betty	as
Betty	Boop
Betty	who
Boop	early
Boop	animation
Boop	characters
Boop	as
Boop	Betty
Boop	who
Boop	was
Boop	drawn
Boop	with
who	as
who	Betty
who	Boop
who	was
who	drawn
was	Betty
was	Boop
was	who
was	drawn
was	with
drawn	Betty
drawn	Boop
drawn	who
drawn	was
drawn	with
drawn	disproportionately
drawn	large
with	drawn
disproportionately	Boop
disproportionately	who
disproportionately	was
disproportionately	drawn
disproportionately	with
disproportionately	large
disproportionately	eyes
disproportionately	Tezuka
disproportionately	is
large	with
large	disproportionately
large	eyes
eyes	disproportionately
eyes	large
eyes	Tezuka
Tezuka	eyes
is	eyes
is	Tezuka
is	a
a	eyes
a	Tezuka
a	is
a	central
a	figure
central	is
central	a
central	figure
figure	Tezuka
figure	is
figure	a
figure	central
figure	in
figure	anime
figure	and
in	central
in	figure
in	anime
anime	central
anime	figure
anime	in
anime	and
anime	manga
and	in
and	anime
and	manga
manga	anime
manga	and
manga	history
history	anime
history	and
history	manga
history	whose
history	iconic
whose	manga
whose	history
whose	iconic
iconic	history
iconic	whose
iconic	art
art	manga
art	history
art	whose
art	iconic
art	style
art	and
art	character
style	whose
style	iconic
style	art
style	and
style	character
and	style
character	style
character	and
character	designs
designs	iconic
designs	art
designs	style
designs	and
designs	character
designs	allowed
designs	for
designs	the
designs	entire
allowed	designs
for	character
for	designs
for	allowed
for	the
for	entire
the	for
entire	allowed
entire	for
entire	the
entire	range
entire	of
range	entire
of	allowed
of	for
of	the
of	entire
of	range
of	human
of	emotions
of	to
of	be
human	of
emotions	the
emotions	entire
emotions	range
emotions	of
emotions	human
emotions	to
emotions	be
emotions	depicted
emotions	solely
to	range
to	of
to	human
to	emotions
to	be
to	depicted
to	solely
be	of
be	human
be	emotions
be	to
be	depicted
be	solely
be	through
depicted	human
depicted	emotions
depicted	to
depicted	be
depicted	solely
depicted	through
depicted	the
solely	be
solely	depicted
solely	through
through	emotions
through	to
through	be
through	depicted
through	solely
through	the
through	eyes
through	The
through	artist
the	through
eyes	solely
eyes	through
eyes	the
eyes	The
eyes	artist
The	through
The	the
The	eyes
The	artist
The	adds
artist	eyes
artist	The
artist	adds
adds	eyes
adds	The
adds	artist
adds	variable
adds	color
variable	The
variable	artist
variable	adds
variable	color
variable	shading
color	The
color	artist
color	adds
color	variable
color	shading
color	to
color	the
shading	adds
shading	variable
shading	color
shading	to
shading	the
to	color
to	shading
to	the
the	adds
the	variable
the	color
the	shading
the	to
the	eyes
the	and
the	particularly
the	to
eyes	to
eyes	the
eyes	and
and	the
and	eyes
and	particularly
particularly	to
particularly	the
particularly	eyes
particularly	and
particularly	to
particularly	the
particularly	cornea
to	eyes
to	and
to	particularly
to	the
to	cornea
the	and
the	particularly
the	to
the	cornea
the	to
cornea	to
cornea	the
cornea	to
to	to
to	the
to	cornea
to	give
to	them
give	to
them	cornea
them	to
them	give
them	greater
them	depth
greater	the
greater	cornea
greater	to
greater	give
greater	them
greater	depth
greater	Generally
greater	a
greater	mixture
depth	to
depth	give
depth	them
depth	greater
depth	Generally
depth	a
depth	mixture
Generally	to
Generally	give
Generally	them
Generally	greater
Generally	depth
Generally	a
Generally	mixture
Generally	of
Generally	a
a	depth
a	Generally
a	mixture
mixture	a
of	a
of	mixture
of	a
a	mixture
a	of
a	light
light	Generally
light	a
light	mixture
light	of
light	a
light	shade
light	the
light	tone
light	color
shade	light
the	shade
tone	light
tone	shade
tone	the
tone	color
tone	and
color	light
color	shade
color	the
color	tone
color	and
color	a
color	dark
and	tone
and	color
and	a
a	tone
a	color
a	and
a	dark
a	shade
dark	tone
dark	color
dark	and
dark	a
dark	shade
dark	is
dark	used
shade	a
shade	dark
shade	is
is	shade
used	and
used	a
used	dark
used	shade
used	is
used	Cultural
used	anthropologist
used	Matt
used	Thorn
Cultural	used
anthropologist	dark
anthropologist	shade
anthropologist	is
anthropologist	used
anthropologist	Cultural
anthropologist	Matt
anthropologist	Thorn
anthropologist	argues
anthropologist	that
Matt	Cultural
Matt	anthropologist
Matt	Thorn
Thorn	Cultural
Thorn	anthropologist
Thorn	Matt
Thorn	argues
Thorn	that
argues	used
argues	Cultural
argues	anthropologist
argues	Matt
argues	Thorn
argues	that
argues	Japanese
argues	animators
argues	and
that	anthropologist
that	Matt
that	Thorn
that	argues
that	Japanese
that	animators
that	and
Japanese	argues
Japanese	that
Japanese	animators
animators	argues
animators	that
animators	Japanese
animators	and
animators	audiences
and	animators
audiences	and
do	audiences
not	Japanese
not	animators
not	and
not	audiences
not	do
not	perceive
not	such
not	stylized
not	eyes
perceive	audiences
perceive	do
perceive	not
perceive	such
perceive	stylized
such	audiences
such	do
such	not
such	perceive
such	stylized
such	eyes
such	as
stylized	not
stylized	perceive
stylized	such
stylized	eyes
stylized	as
eyes	such
eyes	stylized
eyes	as
as	stylized
as	eyes
as	inherently
inherently	such
inherently	stylized
inherently	eyes
inherently	as
inherently	more
inherently	or
inherently	less
more	inherently
or	eyes
or	as
or	inherently
or	more
or	less
or	foreign
or	However
less	as
less	inherently
less	more
less	or
less	foreign
less	However
less	not
foreign	more
foreign	or
foreign	less
foreign	However
foreign	not
However	foreign
not	foreign
not	However
not	all
all	less
all	foreign
all	However
all	not
all	anime
all	have
all	large
anime	all
have	anime
large	all
large	anime
large	have
large	eyes
large	For
eyes	not
eyes	all
eyes	anime
eyes	have
eyes	large
eyes	For
eyes	example
eyes	the
eyes	works
For	have
For	large
For	eyes
For	example
For	the
example	large
example	eyes
example	For
example	the
example	works
the	For
the	example
the	works
works	large
works	eyes
works	For
works	example
works	the
works	of
works	Hayao
works	Miyazaki
works	are
of	works
Hayao	the
Hayao	works
Hayao	of
Hayao	Miyazaki
Hayao	are
Miyazaki	works
Miyazaki	of
Miyazaki	Hayao
Miyazaki	are
Miyazaki	known
are	Hayao
are	Miyazaki
are	known
known	works
known	of
known	Hayao
known	Miyazaki
known	are
known	for
known	having
known	realistically
known	proportioned
for	of
for	Hayao
for	Miyazaki
for	are
for	known
for	having
for	realistically
for	proportioned
for	eyes
having	for
realistically	for
realistically	having
realistically	proportioned
proportioned	for
proportioned	having
proportioned	realistically
proportioned	eyes
proportioned	as
eyes	for
eyes	having
eyes	realistically
eyes	proportioned
eyes	as
eyes	well
eyes	as
as	proportioned
as	eyes
as	well
well	having
well	realistically
well	proportioned
well	eyes
well	as
well	as
well	realistic
well	hair
well	colors
as	as
as	well
as	realistic
realistic	as
realistic	well
realistic	as
realistic	hair
realistic	colors
hair	as
hair	realistic
hair	colors
colors	as
colors	realistic
colors	hair
colors	on
colors	their
on	hair
on	colors
on	their
their	on
characters.
Hair	hair
characters.
Hair	colors
characters.
Hair	on
characters.
Hair	their
characters.
Hair	in
characters.
Hair	anime
characters.
Hair	is
in	their
in	characters.
Hair
in	anime
anime	colors
anime	on
anime	their
anime	characters.
Hair
anime	in
anime	is
anime	often
anime	unnaturally
anime	lively
is	characters.
Hair
is	in
is	anime
is	often
is	unnaturally
often	in
often	anime
often	is
often	unnaturally
often	lively
unnaturally	is
unnaturally	often
unnaturally	lively
lively	unnaturally
and	often
and	unnaturally
and	lively
and	colorful
and	or
colorful	often
colorful	unnaturally
colorful	lively
colorful	and
colorful	or
colorful	uniquely
colorful	styled
or	lively
or	and
or	colorful
or	uniquely
or	styled
uniquely	lively
uniquely	and
uniquely	colorful
uniquely	or
uniquely	styled
uniquely	The
uniquely	movement
styled	or
styled	uniquely
styled	The
The	colorful
The	or
The	uniquely
The	styled
The	movement
The	of
The	hair
movement	styled
movement	The
movement	of
of	or
of	uniquely
of	styled
of	The
of	movement
of	hair
of	in
of	anime
of	is
hair	styled
hair	The
hair	movement
hair	of
hair	in
hair	anime
